序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
1852,002194,武汉凡谷,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:1,000万元至1,500万元。",-12500000.0,-123.475,"报告期内,射频器件行业市场竞争依然激烈,公司主要产品面临较大的客户降价压力,低毛利产品在公司整体产品中的占比持续提高。同时,公司产品生产所需的大宗金属原材料价格在报告期内大幅上涨。公司虽然积极采取降本增效措施,但仍然无法完全消化产品大幅降价及大宗金属原材料价格大幅上涨对利润的影响,导致报告期内公司整体毛利率下滑,2025年度经营业绩出现亏损。",首亏,53247300.0,2026-01-27
1853,002194,武汉凡谷,每股收益,预计2025年1-12月每股收益亏损:0.0146元至0.022元。,-0.0183,,"报告期内,射频器件行业市场竞争依然激烈,公司主要产品面临较大的客户降价压力,低毛利产品在公司整体产品中的占比持续提高。同时,公司产品生产所需的大宗金属原材料价格在报告期内大幅上涨。公司虽然积极采取降本增效措施,但仍然无法完全消化产品大幅降价及大宗金属原材料价格大幅上涨对利润的影响,导致报告期内公司整体毛利率下滑,2025年度经营业绩出现亏损。",首亏,0.0779,2026-01-27
1854,002164,宁波东力,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:6,000万元至7,000万元,同比上年增长:44.79%至68.92%。",65000000.0,56.855,"报告期内,公司业绩变动主要原因如下:1、归属于上市公司股东的净利润比上年同期上升,主要系本期收到司法机关的执行款13,660.48万元所致,该项目属于非经常性损益;2、扣除非经常性损益后的净利润比上年同期上升,主要系公司高功率密度智能化产品市场推广应用,同时公司通过持续深化精益化管理,产品质量和生产效率不断提高,产品毛利率有所提升所致。",预增,41440000.0,2026-01-27
1855,002164,宁波东力,每股收益,预计2025年1-12月每股收益盈利:0.37元至0.39元。,0.38,,"报告期内,公司业绩变动主要原因如下:1、归属于上市公司股东的净利润比上年同期上升,主要系本期收到司法机关的执行款13,660.48万元所致,该项目属于非经常性损益;2、扣除非经常性损益后的净利润比上年同期上升,主要系公司高功率密度智能化产品市场推广应用,同时公司通过持续深化精益化管理,产品质量和生产效率不断提高,产品毛利率有所提升所致。",预增,0.09,2026-01-27
1856,002164,宁波东力,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:19,500万元至20,500万元,同比上年增长:324.74%至346.53%。",200000000.0,335.635,"报告期内,公司业绩变动主要原因如下:1、归属于上市公司股东的净利润比上年同期上升,主要系本期收到司法机关的执行款13,660.48万元所致,该项目属于非经常性损益;2、扣除非经常性损益后的净利润比上年同期上升,主要系公司高功率密度智能化产品市场推广应用,同时公司通过持续深化精益化管理,产品质量和生产效率不断提高,产品毛利率有所提升所致。",预增,45910000.0,2026-01-27
1857,002134,天津普林,每股收益,预计2025年1-12月每股收益盈利:0.02元至0.03元。,0.025,,"1、大宗商品价格上涨,导致原材料成本上涨,毛利率下降。2、泰和电路科技(珠海)有限公司尚处于客户陆续认证导入中,产能未能充分释放。",预减,0.15,2026-01-27
1858,002134,天津普林,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:690万元至890万元,同比上年下降:70.84%至77.39%。",7900000.0,-74.115,"1、大宗商品价格上涨,导致原材料成本上涨,毛利率下降。2、泰和电路科技(珠海)有限公司尚处于客户陆续认证导入中,产能未能充分释放。",预减,30518700.0,2026-01-27
1859,002134,天津普林,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:450万元至650万元,同比上年下降:80.81%至86.71%。",5500000.0,-83.76,"1、大宗商品价格上涨,导致原材料成本上涨,毛利率下降。2、泰和电路科技(珠海)有限公司尚处于客户陆续认证导入中,产能未能充分释放。",预减,33864400.0,2026-01-27
1860,002058,*ST威尔,扣除后营业收入,"预计2025年1-12月扣除后营业收入:28,000万元至32,000万元。",300000000.0,,"1、本期公司利润总额预计大幅增加,主要原因是公司于2025年5月完成了重大资产出售,置出了全部仪器仪表相关业务,投资收益大幅增加。2、公司于2025年5月收购取得上海紫燕机械技术有限公司49%股权。交易完成后,公司持有紫燕机械100%股权。报告期内,紫燕机械经营业绩较上年同期预计有所增长,对公司业绩起到了积极的影响。3、公司于2025年9月完成重大资产购买,取得上海紫江新材料科技股份有限公司51%股权。上述重组完成后,公司主要业务更新为铝塑膜制造业及汽车检具制造业。报告期内,控股子公司上海紫江新材料科技股份有限公司业绩较去年同期预计有所增长。",预增,161687800.0,2026-01-27
1861,002058,*ST威尔,营业收入,"预计2025年1-12月营业收入:79,000万元至83,000万元。",810000000.0,3.055,"1、本期公司利润总额预计大幅增加,主要原因是公司于2025年5月完成了重大资产出售,置出了全部仪器仪表相关业务,投资收益大幅增加。2、公司于2025年5月收购取得上海紫燕机械技术有限公司49%股权。交易完成后,公司持有紫燕机械100%股权。报告期内,紫燕机械经营业绩较上年同期预计有所增长,对公司业绩起到了积极的影响。3、公司于2025年9月完成重大资产购买,取得上海紫江新材料科技股份有限公司51%股权。上述重组完成后,公司主要业务更新为铝塑膜制造业及汽车检具制造业。报告期内,控股子公司上海紫江新材料科技股份有限公司业绩较去年同期预计有所增长。",略增,785959300.0,2026-01-27
1862,002058,*ST威尔,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:800万元至1,200万元。",10000000.0,152.49,"1、本期公司利润总额预计大幅增加,主要原因是公司于2025年5月完成了重大资产出售,置出了全部仪器仪表相关业务,投资收益大幅增加。2、公司于2025年5月收购取得上海紫燕机械技术有限公司49%股权。交易完成后,公司持有紫燕机械100%股权。报告期内,紫燕机械经营业绩较上年同期预计有所增长,对公司业绩起到了积极的影响。3、公司于2025年9月完成重大资产购买,取得上海紫江新材料科技股份有限公司51%股权。上述重组完成后,公司主要业务更新为铝塑膜制造业及汽车检具制造业。报告期内,控股子公司上海紫江新材料科技股份有限公司业绩较去年同期预计有所增长。",扭亏,-19050300.0,2026-01-27
1863,002058,*ST威尔,每股收益,预计2025年1-12月每股收益盈利:1.32元至1.53元。,1.425,,"1、本期公司利润总额预计大幅增加,主要原因是公司于2025年5月完成了重大资产出售,置出了全部仪器仪表相关业务,投资收益大幅增加。2、公司于2025年5月收购取得上海紫燕机械技术有限公司49%股权。交易完成后,公司持有紫燕机械100%股权。报告期内,紫燕机械经营业绩较上年同期预计有所增长,对公司业绩起到了积极的影响。3、公司于2025年9月完成重大资产购买,取得上海紫江新材料科技股份有限公司51%股权。上述重组完成后,公司主要业务更新为铝塑膜制造业及汽车检具制造业。报告期内,控股子公司上海紫江新材料科技股份有限公司业绩较去年同期预计有所增长。",扭亏,-0.02,2026-01-27
1864,002058,*ST威尔,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:19,000万元至22,000万元。",205000000.0,8951.47,"1、本期公司利润总额预计大幅增加,主要原因是公司于2025年5月完成了重大资产出售,置出了全部仪器仪表相关业务,投资收益大幅增加。2、公司于2025年5月收购取得上海紫燕机械技术有限公司49%股权。交易完成后,公司持有紫燕机械100%股权。报告期内,紫燕机械经营业绩较上年同期预计有所增长,对公司业绩起到了积极的影响。3、公司于2025年9月完成重大资产购买,取得上海紫江新材料科技股份有限公司51%股权。上述重组完成后,公司主要业务更新为铝塑膜制造业及汽车检具制造业。报告期内,控股子公司上海紫江新材料科技股份有限公司业绩较去年同期预计有所增长。",扭亏,-2316000.0,2026-01-27
1865,002045,国光电器,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:14,041万元至15,891万元,同比上年下降:170.7%至180.01%。",-149660000.0,-175.355,"1.业绩变动的说明报告期内,公司积极开拓新业务,积极布局AI硬件领域,新客户新项目多点开花;江西基地、越南基地的投产及正常运营,是公司未来产能扩张及应对国际贸易环境变化的重要抓手;公司为此相应扩充研发团队、运营团队,销售管理研发期间费用同比大幅上升,同比增加约2.2亿元。报告期内因外币兑人民币汇率的不利变动,公司产生汇兑损失约7,000万元;报告期内对产业园公司的长期股权投资及财务资助计提减值准备合计约8,300万元。2.非经常损益分析公司预计报告期内非经常性损益约6,000万元,主要为政府补助收益和可转让大额存单理财收益。",首亏,198606600.0,2026-01-27
1866,002045,国光电器,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:8,000万元至9,850万元,同比上年下降:131.62%至138.94%。",-89250000.0,-135.28,"1.业绩变动的说明报告期内,公司积极开拓新业务,积极布局AI硬件领域,新客户新项目多点开花;江西基地、越南基地的投产及正常运营,是公司未来产能扩张及应对国际贸易环境变化的重要抓手;公司为此相应扩充研发团队、运营团队,销售管理研发期间费用同比大幅上升,同比增加约2.2亿元。报告期内因外币兑人民币汇率的不利变动,公司产生汇兑损失约7,000万元;报告期内对产业园公司的长期股权投资及财务资助计提减值准备合计约8,300万元。2.非经常损益分析公司预计报告期内非经常性损益约6,000万元,主要为政府补助收益和可转让大额存单理财收益。",首亏,252977400.0,2026-01-27
1867,002045,国光电器,每股收益,预计2025年1-12月每股收益亏损:0.14元至0.18元。,-0.16,,"1.业绩变动的说明报告期内,公司积极开拓新业务,积极布局AI硬件领域,新客户新项目多点开花;江西基地、越南基地的投产及正常运营,是公司未来产能扩张及应对国际贸易环境变化的重要抓手;公司为此相应扩充研发团队、运营团队,销售管理研发期间费用同比大幅上升,同比增加约2.2亿元。报告期内因外币兑人民币汇率的不利变动,公司产生汇兑损失约7,000万元;报告期内对产业园公司的长期股权投资及财务资助计提减值准备合计约8,300万元。2.非经常损益分析公司预计报告期内非经常性损益约6,000万元,主要为政府补助收益和可转让大额存单理财收益。",首亏,0.46,2026-01-27
1868,002005,ST德豪,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:13,300万元至14,200万元。",-137500000.0,33.375,"公司2025年度业绩变动主要受以下因素综合影响:1、在本报告期内,公司小家电出口业务的营业收入较去年同期有所下降,降幅约为12%至16%;LED封装业务尽管销量实现增长,但由于海外背光订单减少及行业竞争日趋激烈,收入同比下降约6%至8%;与此同时,公司进一步强化成本管控,通过实施降本增效等多项举措,不断提升运营效率;公司持续经营业务对归属于上市公司股东净利润的影响金额约为人民币-6,800万元至-9,500万元,较去年同期相比,亏损额减少约6,200万元至3,500万元,同比亏损幅度收窄约27%至47%。2、公司LED业务终止之后,尚未处置的相关资产需继续计提折旧及资产减值准备,并承担必要的维护费用,预计将对归属于上市公司股东的净利润产生负面影响,金额约为人民币-4,700万元至-6,500万元。3、报告期内,公司预计非经常性损益对净利润的影响金额约为人民币15,500万元至17,500万元,主要来源于公司对大连闲置资产的处置所产生的收益,以及历史债务的逐步清偿所产生的债务重组收益。",减亏,-206378500.0,2026-01-27
1869,002005,ST德豪,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:2,200万元至3,300万元。",27500000.0,113.8,"公司2025年度业绩变动主要受以下因素综合影响:1、在本报告期内,公司小家电出口业务的营业收入较去年同期有所下降,降幅约为12%至16%;LED封装业务尽管销量实现增长,但由于海外背光订单减少及行业竞争日趋激烈,收入同比下降约6%至8%;与此同时,公司进一步强化成本管控,通过实施降本增效等多项举措,不断提升运营效率;公司持续经营业务对归属于上市公司股东净利润的影响金额约为人民币-6,800万元至-9,500万元,较去年同期相比,亏损额减少约6,200万元至3,500万元,同比亏损幅度收窄约27%至47%。2、公司LED业务终止之后,尚未处置的相关资产需继续计提折旧及资产减值准备,并承担必要的维护费用,预计将对归属于上市公司股东的净利润产生负面影响,金额约为人民币-4,700万元至-6,500万元。3、报告期内,公司预计非经常性损益对净利润的影响金额约为人民币15,500万元至17,500万元,主要来源于公司对大连闲置资产的处置所产生的收益,以及历史债务的逐步清偿所产生的债务重组收益。",扭亏,-199279200.0,2026-01-27
1870,002005,ST德豪,每股收益,预计2025年1-12月每股收益盈利:0.0126元至0.0188元。,0.0157,,"公司2025年度业绩变动主要受以下因素综合影响:1、在本报告期内,公司小家电出口业务的营业收入较去年同期有所下降,降幅约为12%至16%;LED封装业务尽管销量实现增长,但由于海外背光订单减少及行业竞争日趋激烈,收入同比下降约6%至8%;与此同时,公司进一步强化成本管控,通过实施降本增效等多项举措,不断提升运营效率;公司持续经营业务对归属于上市公司股东净利润的影响金额约为人民币-6,800万元至-9,500万元,较去年同期相比,亏损额减少约6,200万元至3,500万元,同比亏损幅度收窄约27%至47%。2、公司LED业务终止之后,尚未处置的相关资产需继续计提折旧及资产减值准备,并承担必要的维护费用,预计将对归属于上市公司股东的净利润产生负面影响,金额约为人民币-4,700万元至-6,500万元。3、报告期内,公司预计非经常性损益对净利润的影响金额约为人民币15,500万元至17,500万元,主要来源于公司对大连闲置资产的处置所产生的收益,以及历史债务的逐步清偿所产生的债务重组收益。",扭亏,-0.1144,2026-01-27
1871,001238,浙江正特,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:3,100万元至3,700万元。",34000000.0,542.625,"报告期内,公司业绩变动的主要原因如下:1、客户端:核心客户开发成效显著,营业收入实现增长,有效驱动利润增长。2、产品端:产品结构持续优化,星空篷及其配件等高附加值产品销售额提升,带动整体盈利水平改善。3、管理端:精细化运营深化,销售及管理费用得到有效控制,运营效率有所提升。",扭亏,-7681400.0,2026-01-27
1872,001238,浙江正特,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:3,400万元至4,000万元。",37000000.0,364.645,"报告期内,公司业绩变动的主要原因如下:1、客户端:核心客户开发成效显著,营业收入实现增长,有效驱动利润增长。2、产品端:产品结构持续优化,星空篷及其配件等高附加值产品销售额提升,带动整体盈利水平改善。3、管理端:精细化运营深化,销售及管理费用得到有效控制,运营效率有所提升。",扭亏,-13981000.0,2026-01-27
1873,001238,浙江正特,每股收益,预计2025年1-12月每股收益盈利:0.31元至0.36元。,0.335,,"报告期内,公司业绩变动的主要原因如下:1、客户端:核心客户开发成效显著,营业收入实现增长,有效驱动利润增长。2、产品端:产品结构持续优化,星空篷及其配件等高附加值产品销售额提升,带动整体盈利水平改善。3、管理端:精细化运营深化,销售及管理费用得到有效控制,运营效率有所提升。",扭亏,-0.13,2026-01-27
1874,000972,*ST中基,扣除后营业收入,"预计2025年1-12月扣除后营业收入:45,000万元至55,000万元。",500000000.0,,"1、2025年,公司报告期内业绩变动主要原因为:一是公司报告期内主要产品大包装番茄酱销售价格及毛利较上年同期下降,导致公司整体净利润为负;二是基于谨慎性原则,根据会计准则,公司对可能发生减值损失的各类资产如存货、固定资产、应收账款、其他应收款等计提减值准备;综上原因,预计2025年度业绩将面临亏损。2、2025年,预计非经常性损益对净利润的影响金额约为2.9亿元,非经常性损益主要为子公司收到的政府补助、应收款项减值转回等。3、子公司红色番茄于2025年12月29日与六师国资公司签订了《债务豁免协议》、12月30日与国恒集团公司签订了《债务豁免协议》,根据协议约定,六师国资公司豁免的债务金额为4,248万元,国恒集团公司豁免的债务金额为5,752万元。本次债务豁免生效后,减少子公司红色番茄对六师国资公司及国恒集团公司的其他应付款,相应增加红色番茄资本公积1亿元。",预增,294231500.0,2026-01-27
1875,000972,*ST中基,营业收入,"预计2025年1-12月营业收入:45,000万元至55,000万元。",500000000.0,62.255,"1、2025年,公司报告期内业绩变动主要原因为:一是公司报告期内主要产品大包装番茄酱销售价格及毛利较上年同期下降,导致公司整体净利润为负;二是基于谨慎性原则,根据会计准则,公司对可能发生减值损失的各类资产如存货、固定资产、应收账款、其他应收款等计提减值准备;综上原因,预计2025年度业绩将面临亏损。2、2025年,预计非经常性损益对净利润的影响金额约为2.9亿元,非经常性损益主要为子公司收到的政府补助、应收款项减值转回等。3、子公司红色番茄于2025年12月29日与六师国资公司签订了《债务豁免协议》、12月30日与国恒集团公司签订了《债务豁免协议》,根据协议约定,六师国资公司豁免的债务金额为4,248万元,国恒集团公司豁免的债务金额为5,752万元。本次债务豁免生效后,减少子公司红色番茄对六师国资公司及国恒集团公司的其他应付款,相应增加红色番茄资本公积1亿元。",预增,308153900.0,2026-01-27
1876,000972,*ST中基,每股收益,预计2025年1-12月每股收益亏损:0.0454元至0.0713元。,-0.05835,,"1、2025年,公司报告期内业绩变动主要原因为:一是公司报告期内主要产品大包装番茄酱销售价格及毛利较上年同期下降,导致公司整体净利润为负;二是基于谨慎性原则,根据会计准则,公司对可能发生减值损失的各类资产如存货、固定资产、应收账款、其他应收款等计提减值准备;综上原因,预计2025年度业绩将面临亏损。2、2025年,预计非经常性损益对净利润的影响金额约为2.9亿元,非经常性损益主要为子公司收到的政府补助、应收款项减值转回等。3、子公司红色番茄于2025年12月29日与六师国资公司签订了《债务豁免协议》、12月30日与国恒集团公司签订了《债务豁免协议》,根据协议约定,六师国资公司豁免的债务金额为4,248万元,国恒集团公司豁免的债务金额为5,752万元。本次债务豁免生效后,减少子公司红色番茄对六师国资公司及国恒集团公司的其他应付款,相应增加红色番茄资本公积1亿元。",减亏,-0.2992,2026-01-27
1877,000972,*ST中基,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:3,500万元至5,500万元,同比上年增长:76.17%至84.83%。",-45000000.0,80.5,"1、2025年,公司报告期内业绩变动主要原因为:一是公司报告期内主要产品大包装番茄酱销售价格及毛利较上年同期下降,导致公司整体净利润为负;二是基于谨慎性原则,根据会计准则,公司对可能发生减值损失的各类资产如存货、固定资产、应收账款、其他应收款等计提减值准备;综上原因,预计2025年度业绩将面临亏损。2、2025年,预计非经常性损益对净利润的影响金额约为2.9亿元,非经常性损益主要为子公司收到的政府补助、应收款项减值转回等。3、子公司红色番茄于2025年12月29日与六师国资公司签订了《债务豁免协议》、12月30日与国恒集团公司签订了《债务豁免协议》,根据协议约定,六师国资公司豁免的债务金额为4,248万元,国恒集团公司豁免的债务金额为5,752万元。本次债务豁免生效后,减少子公司红色番茄对六师国资公司及国恒集团公司的其他应付款,相应增加红色番茄资本公积1亿元。",减亏,-230776400.0,2026-01-27
1878,000972,*ST中基,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:31,000万元至36,000万元,同比上年下降:0.72%至16.97%。",-335000000.0,-8.845,"1、2025年,公司报告期内业绩变动主要原因为:一是公司报告期内主要产品大包装番茄酱销售价格及毛利较上年同期下降,导致公司整体净利润为负;二是基于谨慎性原则,根据会计准则,公司对可能发生减值损失的各类资产如存货、固定资产、应收账款、其他应收款等计提减值准备;综上原因,预计2025年度业绩将面临亏损。2、2025年,预计非经常性损益对净利润的影响金额约为2.9亿元,非经常性损益主要为子公司收到的政府补助、应收款项减值转回等。3、子公司红色番茄于2025年12月29日与六师国资公司签订了《债务豁免协议》、12月30日与国恒集团公司签订了《债务豁免协议》,根据协议约定,六师国资公司豁免的债务金额为4,248万元,国恒集团公司豁免的债务金额为5,752万元。本次债务豁免生效后,减少子公司红色番茄对六师国资公司及国恒集团公司的其他应付款,相应增加红色番茄资本公积1亿元。",增亏,-307780400.0,2026-01-27
1879,000953,河化股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:600万元至900万元,同比上年下降:88.64%至92.43%。",7500000.0,-90.535,"1、2024年公司因完成尿素产能置换指标转让交易获得约7600万元非经常性收益,而报告期内公司无此项收益,因此本年度归属于上市公司股东的净利润同比下降。2、报告期内,子公司南松医药努力拓展市场,控制各项期间费用,加强降本增效,所以本年度公司扣除非经常性损益后的净利润同比增长。",预减,79252700.0,2026-01-27
1880,000953,河化股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:570万元至850万元,同比上年增长:46.51%至118.49%。",7100000.0,82.5,"1、2024年公司因完成尿素产能置换指标转让交易获得约7600万元非经常性收益,而报告期内公司无此项收益,因此本年度归属于上市公司股东的净利润同比下降。2、报告期内,子公司南松医药努力拓展市场,控制各项期间费用,加强降本增效,所以本年度公司扣除非经常性损益后的净利润同比增长。",预增,3890400.0,2026-01-27
1881,000953,河化股份,每股收益,预计2025年1-12月每股收益盈利:0.0164元至0.0246元。,0.0205,,"1、2024年公司因完成尿素产能置换指标转让交易获得约7600万元非经常性收益,而报告期内公司无此项收益,因此本年度归属于上市公司股东的净利润同比下降。2、报告期内,子公司南松医药努力拓展市场,控制各项期间费用,加强降本增效,所以本年度公司扣除非经常性损益后的净利润同比增长。",预减,0.22,2026-01-27
1882,000952,广济药业,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:40,850万元至52,750万元。",-468000000.0,-54.31,"1、报告期内,受行业市场竞争持续加剧影响,公司主要产品销售价格长期处于低位,未能呈现回暖态势。在此背景下,公司产能利用率及整体经营业绩均未达预期,导致公司报告期内仍处于经营性亏损状态。2、报告期内,公司部分控股子公司经营状况未能得到有效改善,持续出现亏损。同时,受产线开工率不足、产品市场价格下行等多重不利因素叠加影响,相关资产已出现明显的减值迹象。基于谨慎性原则,依据《企业会计准则》的相关规定,公司对存在减值迹象的资产计提了相应的减值准备。最终减值金额将由公司聘请的评估机构及会计师事务所进行专业评估和审计后确定,并以正式出具的评估及审计报告为准。",增亏,-303289000.0,2026-01-27
1883,000952,广济药业,每股收益,预计2025年1-12月每股收益亏损:1.1456元至1.4872元。,-1.3164,,"1、报告期内,受行业市场竞争持续加剧影响,公司主要产品销售价格长期处于低位,未能呈现回暖态势。在此背景下,公司产能利用率及整体经营业绩均未达预期,导致公司报告期内仍处于经营性亏损状态。2、报告期内,公司部分控股子公司经营状况未能得到有效改善,持续出现亏损。同时,受产线开工率不足、产品市场价格下行等多重不利因素叠加影响,相关资产已出现明显的减值迹象。基于谨慎性原则,依据《企业会计准则》的相关规定,公司对存在减值迹象的资产计提了相应的减值准备。最终减值金额将由公司聘请的评估机构及会计师事务所进行专业评估和审计后确定,并以正式出具的评估及审计报告为准。",增亏,-0.8392,2026-01-27
1884,000952,广济药业,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:39,900万元至51,800万元。",-458500000.0,-55.27,"1、报告期内,受行业市场竞争持续加剧影响,公司主要产品销售价格长期处于低位,未能呈现回暖态势。在此背景下,公司产能利用率及整体经营业绩均未达预期,导致公司报告期内仍处于经营性亏损状态。2、报告期内,公司部分控股子公司经营状况未能得到有效改善,持续出现亏损。同时,受产线开工率不足、产品市场价格下行等多重不利因素叠加影响,相关资产已出现明显的减值迹象。基于谨慎性原则,依据《企业会计准则》的相关规定,公司对存在减值迹象的资产计提了相应的减值准备。最终减值金额将由公司聘请的评估机构及会计师事务所进行专业评估和审计后确定,并以正式出具的评估及审计报告为准。",增亏,-295291100.0,2026-01-27
1885,000889,中嘉博创,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:1,862.63万元至2,793.95万元。",-23282900.0,35.55,"本报告期,公司归属于上市公司股东的净利润预计减亏,主要原因如下:2025年度,公司主营业务中,信息智能传输业务受整体市场环境的持续影响,新增客户量较少,总体业务规模下降,公司通过优化业务客户,转变销售策略等方式提高产品毛利率,同时公司通过优化人员结构、降低租金等方式减少费用开支,使得净利润较同期有所上升。通信网络维护业务由于新增服务区域,业务规模上升,营收同比实现增长,但因行业竞争加剧,公司营业成本及各项费用同比增长较多,导致毛利率同比略有下降,进而使得净利润同比有所下降。与此同时,本年度母公司持续降本增效整体费用同比下降。综合以上因素,公司整体亏损较上年大幅减少。",减亏,-36126800.0,2026-01-27
1886,000889,中嘉博创,每股收益,预计2025年1-12月每股收益亏损:0.0239元至0.0359元。,-0.0299,,"本报告期,公司归属于上市公司股东的净利润预计减亏,主要原因如下:2025年度,公司主营业务中,信息智能传输业务受整体市场环境的持续影响,新增客户量较少,总体业务规模下降,公司通过优化业务客户,转变销售策略等方式提高产品毛利率,同时公司通过优化人员结构、降低租金等方式减少费用开支,使得净利润较同期有所上升。通信网络维护业务由于新增服务区域,业务规模上升,营收同比实现增长,但因行业竞争加剧,公司营业成本及各项费用同比增长较多,导致毛利率同比略有下降,进而使得净利润同比有所下降。与此同时,本年度母公司持续降本增效整体费用同比下降。综合以上因素,公司整体亏损较上年大幅减少。",减亏,-0.0378,2026-01-27
1887,000889,中嘉博创,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:2,238.42万元至3,357.63万元。",-27980250.0,21.035,"本报告期,公司归属于上市公司股东的净利润预计减亏,主要原因如下:2025年度,公司主营业务中,信息智能传输业务受整体市场环境的持续影响,新增客户量较少,总体业务规模下降,公司通过优化业务客户,转变销售策略等方式提高产品毛利率,同时公司通过优化人员结构、降低租金等方式减少费用开支,使得净利润较同期有所上升。通信网络维护业务由于新增服务区域,业务规模上升,营收同比实现增长,但因行业竞争加剧,公司营业成本及各项费用同比增长较多,导致毛利率同比略有下降,进而使得净利润同比有所下降。与此同时,本年度母公司持续降本增效整体费用同比下降。综合以上因素,公司整体亏损较上年大幅减少。",减亏,-35433400.0,2026-01-27
1888,000831,中国稀土,每股收益,预计2025年1-12月每股收益盈利:0.1344元至0.174元。,0.1542,,"2025年是公司在高质量发展的征程上迈出坚实步伐的一年。上半年,稀土市场行情整体上涨,公司强化市场研判,调整营销策略,把握采销节奏,实现销售同比增长,有效提升经营创效水平。同时根据会计准则要求对部分计提的存货跌价准备予以冲回,对上半年利润产生一定正向影响。但下半年,受市场环境、供需调节等因素影响,部分中重稀土产品价格下行,特别是进入第四季度中重稀土产品价格下跌明显。根据会计准则要求,第四季度计提存货跌价准备金额环比增加,冲减了公司部分利润。总体而言,报告期内,公司聚焦年度发展目标,有效应对各种冲击挑战,积极主动作为,全力以赴稳增长、提效益、促创新,生产经营总体稳中有进,各项工作扎实有序推进。一是向生产经营要效益。全面推动生产工艺和生产过程优化升级,推进技改升级项目,加大自动化、数智化改造力度,通过精细化管理和全流程对标管控生产成本和管理成本,有效实现了“降本”与“提质”的双重突破。筑牢品质根基,树立品牌优势,将优质产品与客户定制化需求相“嫁接”,不断巩固产品竞争力和客户认可度。报告期内,定南大华高纯、定制产品的产销量创历史新高,永州稀土实现满产达效,稳固了公司生产经营“基本盘”。二是向科技创新要动力。公司加大科技研发投入力度,深化科研成果产业化应用,围绕产业效能提升、工艺技改升级开展科技研发,推进关键技术、难点堵点技术攻关,解决稀土行业“卡脖子”难题。永州稀土“高氟稀土溶液深度脱氟技术与示范项目”获得中国稀土学会、中国稀土行业协会的“2025年度稀土科学技术奖一等奖”,湖南稀土“湖南离子型稀土矿山绿色化建设与运行项目”获得中国有色金属工业协会“2025年度有色金属企业管理现代化创新成果三等奖”。三是向深化改革要潜力。攻坚资源接续保障,解冻盘活所属矿区待开采区资源。推动公司和所属企业公司治理结构和管理架构改革,压减法人层级,进一步强化对子企业管控水平。系统构建并深入实施市值管理长效机制,推动公司市场价值与内在价值协同增长。深化内控体系建设,全面提升规范治理水平,严守安全环保底线和防范系统风险,为公司高质量发展提供坚强保障。",扭亏,-0.2704,2026-01-27
